,root,type,struct,f_pos,notes,difficulty,complexity,chord
711,Bb,maj,1;3;5,"x,1,3,3,3,1","Bb,F,Bb,D,F",3,30.87,Bbmaj
699,Bb,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","Bb,Abb,Db,Fb",2,44.1,Bbdim7
700,Bb,aug,1;3;#5,"x,3,2,1,1,x","D,F#,Bb,D",2,44.1,Bbaug
685,Bb,7,1;3;5;b7,"1,x,2,3,x,x","Bb,Ab,D",1,44.1,Bb7
687,Bb,7,1;3;5;b7,"x,x,x,3,2,1","D,F,Ab",1,44.1,Bb7
688,Bb,7,1;3;5;b7,"x,x,x,1,4,x","D,Ab",0,44.1,Bb7
690,Bb,7,1;3;5;b7,"1,x,2,4,3,x","Bb,Ab,D,F",2,44.1,Bb7
691,Bb,7,1;3;5;b7,"x,x,1,2,1,1","Ab,D,F,Bb",2,44.1,Bb7
692,Bb,7,1;3;5;b7,"x,2,1,3,x,x","Bb,D,Ab",1,44.1,Bb7
689,Bb,7,1;3;5;b7,"x,x,x,2,1,3","F,Ab,D",1,44.1,Bb7
693,Bb,7,1;3;5;b7,"x,x,x,1,1,2","Bb,D,Ab",1,44.1,Bb7
698,Bb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Bb,Fb,Abb,Db",2,44.1,Bbdim7
697,Bb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Bb,Fb,Abb,Db",2,44.1,Bbdim7
696,Bb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Db,Abb,Bb,Fb",2,44.1,Bbdim7
695,Bb,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","Abb,Db,Fb,Bb",2,44.1,Bbdim7
686,Bb,7,1;3;5;b7,"x,2,0,3,x,x","Bb,D,Ab",1,44.1,Bb7
694,Bb,7,1;3;5;b7,"x,x,x,2,4,1","D,Ab,Bb",1,44.1,Bb7
1645,C,maj,1;3;5,"x,x,1,1,1,4","G,C,E,C",2,30.87,Cmaj
1646,C,maj,1;3;5,"x,x,x,3,4,1","C,E,G",1,30.87,Cmaj
1647,C,maj,1;3;5,"x,x,1,1,1,x","G,C,E",1,30.87,Cmaj
1643,C,maj,1;3;5,"2,x,x,3,x,x","C,E",0,30.87,Cmaj
1642,C,maj,1;3;5,"3,4,2,0,1,0","G,C,E,G,C,E",4,30.87,Cmaj
1641,C,maj,1;3;5,"x,1,2,3,4,0","C,G,C,E,E",3,30.87,Cmaj
1640,C,maj,1;3;5,"x,1,3,3,3,1","C,G,C,E,G",3,30.87,Cmaj
1639,C,maj,1;3;5,"x,x,x,0,1,0","G,C,E",1,30.87,Cmaj
1638,C,maj,1;3;5,"x,3,2,0,1,0","C,E,G,C,E",3,30.87,Cmaj
1637,C,maj,1;3;5,"1,3,4,2,1,1","C,G,C,E,G,C",4,30.87,Cmaj
1644,C,maj,1;3;5,"x,3,2,0,1,x","C,E,G,C",2,30.87,Cmaj
1630,C,dim7,1;b3;b5;bb7,"x,3,1,2,x,x","C,Eb,Bbb",1,44.1,Cdim7
1635,C,maj,1;3;5,"0,3,2,0,1,0","E,C,E,G,C,E",4,30.87,Cmaj
1634,C,aug,1;3;#5,"x,x,4,2,3,1","C,E,G#,C",2,44.1,Caug
1633,C,aug,1;3;#5,"4,3,2,1,x,x","G#,C,E,G#",2,44.1,Caug
1632,C,aug,1;3;#5,"x,3,2,1,1,x","C,E,G#,C",2,44.1,Caug
1631,C,dim7,1;b3;b5;bb7,"2,x,1,3,x,x","C,Bbb,Eb",1,44.1,Cdim7
1629,C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","Eb,C,Gb,Bbb",2,44.1,Cdim7
1628,C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Bbb,Eb,Gb,C",2,44.1,Cdim7
1627,C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Gb,C,Eb,Bbb",2,44.1,Cdim7
1626,C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Bbb,Eb,Gb,C",2,44.1,Cdim7
1624,C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","C,Bbb,Eb,Gb",2,44.1,Cdim7
1648,C,maj,1;3;5,"x,2,1,x,x,x","C,E",0,30.87,Cmaj
1625,C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Gb,C,Eb,Bbb",2,44.1,Cdim7
1636,C,maj,1;3;5,"x,1,3,3,3,x","C,G,C,E",2,30.87,Cmaj
1649,C,maj,1;3;5,"x,x,3,2,1,1","C,E,G,C",2,30.87,Cmaj
1665,C,maj9,1;3;5;7;9,"2,x,4,1,3,x","C,B,D,G",2,52.92,Cmaj9
1651,C,maj,1;3;5,"x,1,x,0,4,x","C,G,E",1,30.87,Cmaj
1676,C,m11,1;b3;5;b7;9;11,"x,x,3,4,1,x","Bb,Eb,F",1,66.15,Cm11
1623,C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","Bbb,Gb,C,Eb",2,44.1,Cdim7
1675,C,m11,1;b3;5;b7;9;11,"x,1,1,1,1,1","C,F,Bb,D,G",3,66.15,Cm11
1674,C,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1","C,F,Bb,Eb,G",3,66.15,Cm11
1673,C,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1","C,Eb,Bb,Eb,F",3,66.15,Cm11
1672,C,m11,1;b3;5;b7;9;11,"2,x,3,4,1,1","C,Bb,Eb,F,Bb",3,66.15,Cm11
1671,C,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1","C,Eb,Bb,D,F",3,66.15,Cm11
1670,C,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x","C,Bb,Eb,F",2,66.15,Cm11
1669,C,sus2,1;2;5,"x,2,0,0,3,4","C,D,G,D,G",3,17.64,Csus2
1668,C,sus2,1;2;5,"x,2,x,0,3,4","C,G,D,G",2,17.64,Csus2
1667,C,sus2,1;2;5,"x,1,3,4,1,1","C,G,C,D,G",3,17.64,Csus2
1666,C,maj9,1;3;5;7;9,"x,x,2,1,4,3","C,E,B,D",2,52.92,Cmaj9
1664,C,maj9,1;3;5;7;9,"x,2,0,0,1,0","B,D,G,C,E",3,52.92,Cmaj9
1663,C,maj9,1;3;5;7;9,"x,x,2,3,1,4","B,E,G,D",2,52.92,Cmaj9
1662,C,maj9,1;3;5;7;9,"x,x,1,3,2,2","E,B,D,G",2,52.92,Cmaj9
1661,C,maj9,1;3;5;7;9,"x,3,0,0,0,0","C,D,G,B,E",3,52.92,Cmaj9
1660,C,maj9,1;3;5;7;9,"x,1,0,3,2,0","C,D,B,D,E",3,52.92,Cmaj9
1659,C,maj9,1;3;5;7;9,"x,1,4,3,2,0","C,G,B,D,E",3,52.92,Cmaj9
1658,C,maj9,1;3;5;7;9,"x,x,4,1,2,1","C,D,G,B",2,52.92,Cmaj9
1657,C,maj9,1;3;5;7;9,"2,1,3,1,x,x","C,E,B,D",2,52.92,Cmaj9
1656,C,maj9,1;3;5;7;9,"x,2,1,4,3,x","C,E,B,D",2,52.92,Cmaj9
1655,C,11,1;3;5;b7;9;11,"x,x,1,1,2,1","C,F,Bb,D",2,61.74,C11
1654,C,11,1;3;5;b7;9;11,"3,x,4,2,1,1","C,Bb,D,F,Bb",3,61.74,C11
1653,C,11,1;3;5;b7;9;11,"x,1,1,1,1,1","C,F,Bb,D,G",3,61.74,C11
1652,C,maj,1;3;5,"3,x,2,0,1,0","G,E,G,C,E",3,30.87,Cmaj
1650,C,maj,1;3;5,"x,3,2,0,1,4","C,E,G,C,G",3,30.87,Cmaj
1622,C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","Gb,Eb,Bbb,C",2,44.1,Cdim7
1600,C,7,1;3;5;b7,"x,1,3,1,4,1","C,G,Bb,E,G",3,44.1,C7
1794,C,6/9,1;3;5;6;9,"x,2,1,1,3,x","C,E,A,D",2,52.92,C6/9
1597,C,maj13,1;3;5;7;9;11;13,"x,1,x,2,3,4","C,B,E,A",2,74.97,Cmaj13
1737,C,6,1;3;5;6,"x,x,1,1,1,1","G,C,E,A",2,26.46,C6
1599,C,7,1;3;5;b7,"x,3,2,4,1,0","C,E,Bb,C,E",3,44.1,C7
1601,C,7,1;3;5;b7,"1,3,1,2,4,1","C,G,Bb,E,Bb,C",4,44.1,C7
1602,C,7,1;3;5;b7,"x,x,1,1,1,3","G,C,E,Bb",2,44.1,C7
1603,C,7,1;3;5;b7,"x,2,1,3,x,x","C,E,Bb",1,44.1,C7
1604,C,7,1;3;5;b7,"x,x,3,2,4,1","C,E,Bb,C",2,44.1,C7
1605,C,7,1;3;5;b7,"1,3,1,2,1,1","C,G,Bb,E,G,C",4,44.1,C7
1606,C,7,1;3;5;b7,"1,x,2,4,3,x","C,Bb,E,G",2,44.1,C7
1620,C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Eb,Bbb,C,Gb",2,44.1,Cdim7
1607,C,7,1;3;5;b7,"x,x,1,3,2,4","C,G,Bb,E",2,44.1,C7
1596,C,maj13,1;3;5;7;9;11;13,"x,1,4,2,1,x","C,A,B,D",2,74.97,Cmaj13
1608,C,7,1;3;5;b7,"x,x,3,4,2,1","E,Bb,C,E",2,44.1,C7
1610,C,7,1;3;5;b7,"2,x,1,3,x,x","G,E,Bb",1,44.1,C7
1611,C,7,1;3;5;b7,"4,3,1,1,1,2","C,E,G,C,E,Bb",4,44.1,C7
1612,C,7,1;3;5;b7,"x,3,2,4,1,x","C,E,Bb,C",2,44.1,C7
1613,C,7,1;3;5;b7,"x,x,3,1,4,1","G,Bb,E,G",2,44.1,C7
1614,C,7,1;3;5;b7,"x,x,2,3,1,4","E,Bb,C,G",2,44.1,C7
1615,C,7,1;3;5;b7,"x,3,2,4,1,x","C,E,Bb,C",2,44.1,C7
1616,C,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","Gb,C,Eb,Bbb",2,44.1,Cdim7
1617,C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Eb,Bbb,C,Gb",2,44.1,Cdim7
1618,C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","C,Gb,Bbb,Eb",2,44.1,Cdim7
1619,C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","C,Gb,Bbb,Eb",2,44.1,Cdim7
1677,C,m11,1;b3;5;b7;9;11,"x,x,1,3,1,1","Eb,Bb,C,F",2,66.15,Cm11
1609,C,7,1;3;5;b7,"x,2,1,3,x,4","C,E,Bb,G",2,44.1,C7
1595,C,maj13,1;3;5;7;9;11;13,"x,1,3,2,1,4","C,G,B,D,A",3,74.97,Cmaj13
1594,C,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,4","C,B,E,A,D",3,74.97,Cmaj13
1593,C,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x","C,B,E,A",2,74.97,Cmaj13
1793,C,6/9,1;3;5;6;9,"x,x,2,1,3,4","C,E,A,D",2,52.92,C6/9
1569,C,9(#5),1;3;#5;b7;9,"x,x,1,2,3,4","Bb,E,G#,D",2,52.92,C9(#5)
1570,C,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","C,E,Bb,D,A",3,74.97,C13
1571,C,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","C,Bb,D,E,A",3,74.97,C13
1572,C,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","C,Bb,E,A,D",3,74.97,C13
1573,C,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x","C,Bb,E,A",2,74.97,C13
1574,C,13,1;3;5;b7;9;11;13,"1,3,1,2,4,1","C,G,Bb,E,A,C",4,74.97,C13
1575,C,13,1;3;5;b7;9;11;13,"x,x,1,2,2,4","E,Bb,D,A",2,74.97,C13
1576,C,13,1;3;5;b7;9;11;13,"x,1,x,1,1,4","C,Bb,D,A",2,74.97,C13
1577,C,13,1;3;5;b7;9;11;13,"1,x,1,2,3,1","C,Bb,E,A,C",3,74.97,C13
1578,C,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","C,E,Bb,D#",2,52.92,C7(#9)
1579,C,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x","C,E,Bb,D#,G",3,52.92,C7(#9)
1580,C,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","C,G,Bb,E,G,D#",4,52.92,C7(#9)
1581,C,9,1;3;5;b7;9,"x,2,1,3,4,x","C,E,Bb,D",2,52.92,C9
1582,C,9,1;3;5;b7;9,"x,1,3,2,4,x","E,Bb,D,G",2,52.92,C9
1583,C,9,1;3;5;b7;9,"x,x,2,1,3,4","Bb,D,G,C",2,52.92,C9
1584,C,9,1;3;5;b7;9,"x,2,1,3,3,3","C,E,Bb,D,G",3,52.92,C9
1585,C,9,1;3;5;b7;9,"x,2,1,3,3,3","C,E,Bb,D,G",3,52.92,C9
1586,C,9,1;3;5;b7;9,"x,x,1,3,2,1","C,G,Bb,D",2,52.92,C9
1587,C,9,1;3;5;b7;9,"2,x,1,3,3,3","G,E,Bb,D,G",3,52.92,C9
1588,C,9,1;3;5;b7;9,"2,1,3,1,4,x","C,E,Bb,D,G",3,52.92,C9
1589,C,9,1;3;5;b7;9,"x,x,2,1,4,3","C,E,Bb,D",2,52.92,C9
1590,C,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","Gb,C,E,Bb,D,Gb",4,70.56,C9b5
1591,C,9b5,1;3;b5;b7;9,"2,1,3,1,1,4","C,E,Bb,D,Gb,C",4,70.56,C9b5
1592,C,9b5,1;3;b5;b7;9,"x,x,1,2,3,1","C,Gb,Bb,D",2,70.56,C9b5
1621,C,dim7,1;b3;b5;bb7,"x,x,x,2,1,3","Gb,Bbb,Eb",1,44.1,Cdim7
1678,C,add9,1;3;5;9,"x,2,1,0,3,4","C,E,G,D,G",3,39.69,Cadd9
1738,C,7(#5),1;3;#5;b7,"x,1,2,1,1,x","Bb,E,G#,C",2,44.1,C7(#5)
1680,C,add9,1;3;5;9,"x,x,3,2,1,4","C,E,G,D",2,39.69,Cadd9
1767,C,5,1;5,"1,1,3,x,x,x","G,C,G",1,0.0,C5
1768,C,5,1;5,"x,x,2,3,x,x","G,C",0,0.0,C5
1769,C,5,1;5,"x,x,1,3,4,x","C,G,C",1,0.0,C5
1770,C,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x","C,Bb,E,F#",2,57.33,C7(#11)
1771,C,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x","C,F#,Bb",1,57.33,C7(#11)
1772,C,7(#11),1;3;5;b7;#11,"x,x,x,1,3,2","C,F#,Bb",1,57.33,C7(#11)
1773,C,m6,1;b3;5;6,"x,3,1,2,1,x","C,Eb,A,C",2,44.1,Cm6
1774,C,m6,1;b3;5;6,"x,1,x,3,2,4","C,C,Eb,A",2,44.1,Cm6
1775,C,m6,1;b3;5;6,"1,x,3,1,4,1","C,C,Eb,A,C",3,44.1,Cm6
1776,C,m6,1;b3;5;6,"2,x,1,3,4,x","C,A,Eb,G",2,44.1,Cm6
1777,C,m6/9,1;b3;5;6;9,"x,x,1,2,2,4","A,Eb,G,D",2,44.1,Cm6/9
1766,C,5,1;5,"1,3,4,x,x,x","C,G,C",1,0.0,C5
1778,C,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","C,E,Bb,Db",2,52.92,C7(b9)
1780,C,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","C,Bb,E,G,Db",3,52.92,C7(b9)
1781,C,7(b9),1;3;5;b7;b9,"x,2,1,3,1,4","C,E,Bb,Db,G",3,52.92,C7(b9)
1782,C,7(b9),1;3;5;b7;b9,"3,x,1,4,2,x","G,E,Bb,Db",2,52.92,C7(b9)
1783,C,m9,1;b3;5;b7;9,"x,2,1,3,4,x","C,Eb,Bb,D",2,61.74,Cm9
1784,C,m9,1;b3;5;b7;9,"3,1,4,2,x,x","C,Eb,Bb,D",2,61.74,Cm9
1785,C,m9,1;b3;5;b7;9,"1,3,1,1,1,4","C,G,Bb,Eb,G,D",4,61.74,Cm9
1786,C,m9,1;b3;5;b7;9,"x,x,2,1,4,3","C,Eb,Bb,D",2,61.74,Cm9
1787,C,13(b9),1;3;5;b7;b9;11;13,"x,x,1,2,4,3","Bb,E,A,Db",2,83.79,C13(b9)
1788,C,sus4,1;4;5,"x,3,4,0,1,x","C,F,G,C",2,17.64,Csus4
1789,C,sus4,1;4;5,"x,1,2,3,4,1","C,G,C,F,G",3,17.64,Csus4
1790,C,sus4,1;4;5,"1,1,3,4,1,1","C,F,C,F,G,C",4,17.64,Csus4
1779,C,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x","C,E,Bb,Db",2,52.92,C7(b9)
1765,C,5,1;5,"x,1,3,4,x,x","C,G,C",1,0.0,C5
1764,C,5,1;5,"1,3,x,x,x,x","C,G",0,0.0,C5
1763,C,5,1;5,"x,1,3,x,x,x","C,G",0,0.0,C5
1679,C,add9,1;3;5;9,"x,2,1,0,3,0","C,E,G,D,E",3,39.69,Cadd9
1739,C,7(#5),1;3;#5;b7,"x,1,4,1,3,2","C,G#,Bb,E,G#",3,44.1,C7(#5)
1740,C,7(#5),1;3;#5;b7,"1,x,1,2,3,1","C,Bb,E,G#,C",3,44.1,C7(#5)
1741,C,7(#5),1;3;#5;b7,"1,x,2,3,4,x","C,Bb,E,G#",2,44.1,C7(#5)
1742,C,7sus4,1;4;5;b7,"x,2,3,4,1,x","C,F,Bb,C",2,39.69,C7sus4
1743,C,7sus4,1;4;5;b7,"x,1,3,1,4,1","C,G,Bb,F,G",3,39.69,C7sus4
1744,C,7sus4,1;4;5;b7,"1,3,1,4,1,1","C,G,Bb,F,G,C",4,39.69,C7sus4
1745,C,maj7,1;3;5;7,"x,3,2,0,0,0","C,E,G,B,E",3,26.46,Cmaj7
1746,C,maj7,1;3;5;7,"x,1,3,2,4,1","C,G,B,E,G",3,26.46,Cmaj7
1747,C,maj7,1;3;5;7,"x,x,4,3,2,1","C,E,G,B",2,26.46,Cmaj7
1748,C,maj7,1;3;5;7,"x,1,3,2,4,x","C,G,B,E",2,26.46,Cmaj7
1749,C,maj7,1;3;5;7,"1,x,3,4,2,x","C,B,E,G",2,26.46,Cmaj7
1750,C,maj7,1;3;5;7,"3,4,2,0,0,0","G,C,E,G,B,E",4,26.46,Cmaj7
1751,C,maj7,1;3;5;7,"1,3,4,2,0,0","C,G,C,E,B,E",4,26.46,Cmaj7
1752,C,maj7,1;3;5;7,"x,1,3,4,0,0","C,G,C,B,E",3,26.46,Cmaj7
1753,C,maj7,1;3;5;7,"1,x,3,4,x,x","C,B,E",1,26.46,Cmaj7
1754,C,maj7,1;3;5;7,"x,2,1,0,0,3","C,E,G,B,G",3,26.46,Cmaj7
1755,C,maj7,1;3;5;7,"x,2,4,0,0,0","C,G,G,B,E",3,26.46,Cmaj7
1756,C,maj7,1;3;5;7,"x,x,1,1,1,3","G,C,E,B",2,26.46,Cmaj7
1757,C,maj7,1;3;5;7,"x,x,2,3,1,1","B,E,G,C",2,26.46,Cmaj7
1758,C,maj7,1;3;5;7,"x,x,1,3,3,3","C,G,B,E",2,26.46,Cmaj7
1759,C,maj7,1;3;5;7,"x,1,3,2,4,0","C,G,B,E,E",3,26.46,Cmaj7
1760,C,maj7,1;3;5;7,"x,x,2,4,1,3","E,B,C,G",2,26.46,Cmaj7
1761,C,maj7,1;3;5;7,"2,x,1,3,4,x","E,C,G,B",2,26.46,Cmaj7
1762,C,maj7,1;3;5;7,"x,x,2,4,1,3","E,B,C,G",2,26.46,Cmaj7
1791,C,6/9,1;3;5;6;9,"x,2,1,1,3,4","C,E,A,D,G",3,52.92,C6/9
1792,C,6/9,1;3;5;6;9,"2,1,1,1,3,4","C,E,A,D,G,C",4,52.92,C6/9
1598,C,maj13,1;3;5;7;9;11;13,"1,1,3,2,1,4","G,C,G,B,D,A",4,74.97,Cmaj13
1693,C,m,1;b3;5,"x,1,3,4,2,x","C,G,C,Eb",2,22.05,Cm
1706,C,m,1;b3;5,"x,x,3,4,2,x","G,C,Eb",1,22.05,Cm
1705,C,m,1;b3;5,"2,1,1,x,x,x","Eb,G,C",1,22.05,Cm
1704,C,m,1;b3;5,"x,3,4,1,x,x","G,C,Eb",1,22.05,Cm
1703,C,m,1;b3;5,"x,x,3,1,1,x","C,Eb,G",1,22.05,Cm
1736,C,6,1;3;5;6,"x,2,1,1,x,x","C,E,A",1,26.46,C6
1701,C,m,1;b3;5,"x,x,x,1,1,1","Eb,G,C",1,22.05,Cm
1700,C,m,1;b3;5,"x,4,2,1,3,x","C,Eb,G,C",2,22.05,Cm
1699,C,m,1;b3;5,"x,x,1,3,4,2","C,G,C,Eb",2,22.05,Cm
1698,C,m,1;b3;5,"4,2,1,1,x,x","C,Eb,G,C",2,22.05,Cm
1697,C,m,1;b3;5,"x,1,x,3,2,1","C,C,Eb,G",2,22.05,Cm
1696,C,m,1;b3;5,"x,1,x,0,2,x","C,G,Eb",1,22.05,Cm
1695,C,m,1;b3;5,"x,x,x,3,2,1","C,Eb,G",1,22.05,Cm
1694,C,m,1;b3;5,"x,x,3,4,2,1","G,C,Eb,G",2,22.05,Cm
1692,C,m,1;b3;5,"1,3,4,1,1,1","C,G,C,Eb,G,C",4,22.05,Cm
1691,C,m,1;b3;5,"x,1,3,4,2,1","C,G,C,Eb,G",3,22.05,Cm
1690,C,m,1;b3;5,"x,4,1,0,2,x","C,Eb,G,C",2,22.05,Cm
1689,C,m13,1;b3;5;b7;9;11;13,"x,x,1,2,2,4","Eb,Bb,D,A",2,79.38,Cm13
1688,C,m13,1;b3;5;b7;9;11;13,"2,x,3,3,4,x","C,Bb,Eb,A",2,79.38,Cm13
1687,C,m7b5,1;b3;b5;b7,"x,2,x,3,4,1","C,Bb,Eb,Gb",2,44.1,Cm7b5
1686,C,m7b5,1;b3;b5;b7,"x,x,1,2,2,2","C,Gb,Bb,Eb",2,44.1,Cm7b5
1685,C,m7b5,1;b3;b5;b7,"1,2,1,1,x,x","C,Gb,Bb,Eb",2,44.1,Cm7b5
1684,C,m7b5,1;b3;b5;b7,"2,x,3,4,1,x","C,Bb,Eb,Gb",2,44.1,Cm7b5
1683,C,m7b5,1;b3;b5;b7,"x,1,3,2,4,x","C,Gb,Bb,Eb",2,44.1,Cm7b5
1682,C,add9,1;3;5;9,"x,3,0,0,1,0","C,D,G,C,E",3,39.69,Cadd9
1681,C,add9,1;3;5;9,"x,1,0,0,2,0","C,D,G,D,E",3,39.69,Cadd9
1707,C,m,1;b3;5,"x,2,1,1,x,x","Eb,G,C",1,22.05,Cm
1708,C,m,1;b3;5,"4,2,1,x,x,x","C,Eb,G",1,22.05,Cm
1702,C,m,1;b3;5,"x,x,3,1,1,1","C,Eb,G,C",2,22.05,Cm
1710,C,7b5,1;3;b5;b7,"x,x,2,4,1,3","Bb,E,Gb,C",2,52.92,C7b5
1735,C,6,1;3;5;6,"x,4,2,3,1,x","C,E,A,C",2,26.46,C6
1734,C,6,1;3;5;6,"2,x,1,4,x,x","C,A,E",1,26.46,C6
1733,C,6,1;3;5;6,"x,x,x,1,1,1","C,E,A",1,26.46,C6
1732,C,6,1;3;5;6,"x,x,3,2,4,1","C,E,A,C",2,26.46,C6
1731,C,6,1;3;5;6,"2,x,1,4,3,x","C,A,E,G",2,26.46,C6
1730,C,6,1;3;5;6,"1,x,3,2,4,1","C,C,E,A,C",3,26.46,C6
1709,C,7b5,1;3;b5;b7,"x,1,2,1,3,x","C,Gb,Bb,E",2,52.92,C7b5
1728,C,6,1;3;5;6,"x,4,2,3,1,0","C,E,A,C,E",3,26.46,C6
1727,C,dim,1;b3;b5,"1,2,4,3,x,x","C,Gb,C,Eb",2,22.05,Cdim
1726,C,dim,1;b3;b5,"x,x,4,3,1,2","C,Eb,Gb,C",2,22.05,Cdim
1725,C,dim,1;b3;b5,"x,1,2,3,4,x","C,Gb,C,Eb",2,22.05,Cdim
1724,C,m(maj7),1;b3;5;7,"x,1,4,2,3,1","C,G,B,Eb,G",3,39.69,Cm(maj7)
1729,C,6,1;3;5;6,"x,1,3,3,3,3","C,G,C,E,A",3,26.46,C6
1714,C,m7,1;b3;5;b7,"1,3,1,1,4,1","C,G,Bb,Eb,Bb,C",4,44.1,Cm7
1722,C,m(maj7),1;b3;5;7,"1,x,4,2,3,x","C,B,Eb,G",2,39.69,Cm(maj7)
1721,C,m7,1;b3;5;b7,"x,2,1,3,4,x","C,Eb,Bb,Eb",2,44.1,Cm7
1720,C,m7,1;b3;5;b7,"x,2,1,3,4,x","C,Eb,Bb,Eb",2,44.1,Cm7
1719,C,m7,1;b3;5;b7,"x,x,1,3,2,2","C,G,Bb,Eb",2,44.1,Cm7
1718,C,m7,1;b3;5;b7,"2,x,x,3,4,1","C,Eb,G,Bb",2,44.1,Cm7
1717,C,m7,1;b3;5;b7,"1,3,1,1,1,1","C,G,Bb,Eb,G,C",4,44.1,Cm7
1716,C,m7,1;b3;5;b7,"x,1,x,2,3,x","C,Bb,Eb",1,44.1,Cm7
1715,C,m7,1;b3;5;b7,"2,x,3,3,3,x","C,Bb,Eb,G",2,44.1,Cm7
1711,C,7b5,1;3;b5;b7,"1,3,2,4,x,x","C,Gb,Bb,E",2,52.92,C7b5
1713,C,m7,1;b3;5;b7,"x,1,3,1,2,1","C,G,Bb,Eb,G",3,44.1,Cm7
1712,C,m7,1;b3;5;b7,"x,3,1,4,1,x","C,Eb,Bb,C",2,44.1,Cm7
1723,C,m(maj7),1;b3;5;7,"x,1,3,2,2,x","C,G,B,Eb",2,39.69,Cm(maj7)
129,C#,m11,1;b3;5;b7;9;11,"x,1,1,1,2,x","C#,F#,B,E",2,66.15,C#m11
139,C#,m,1;b3;5,"x,1,3,4,2,1","C#,G#,C#,E,G#",3,22.05,C#m
127,C#,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x","C#,B,E,F#",2,66.15,C#m11
130,C#,m11,1;b3;5;b7;9;11,"x,2,1,3,1,1","C#,E,B,C#,F#",3,66.15,C#m11
128,C#,m11,1;b3;5;b7;9;11,"0,1,1,1,2,1","E,C#,F#,B,E,G#",4,66.15,C#m11
131,C#,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1","C#,E,B,D#,F#",3,66.15,C#m11
137,C#,m7b5,1;b3;b5;b7,"x,x,1,3,3,3","C#,G,B,E",2,44.1,C#m7b5
133,C#,m7b5,1;b3;b5;b7,"x,3,1,0,0,0","C#,E,G,B,E",3,44.1,C#m7b5
134,C#,m7b5,1;b3;b5;b7,"x,1,3,2,4,0","C#,G,B,E,E",3,44.1,C#m7b5
135,C#,m7b5,1;b3;b5;b7,"2,x,3,4,1,x","C#,B,E,G",2,44.1,C#m7b5
136,C#,m7b5,1;b3;b5;b7,"x,1,3,2,4,x","C#,G,B,E",2,44.1,C#m7b5
138,C#,m7b5,1;b3;b5;b7,"x,1,3,2,4,x","C#,G,B,E",2,44.1,C#m7b5
132,C#,m11,1;b3;5;b7;9;11,"2,x,3,4,1,1","C#,B,E,F#,B",3,66.15,C#m11
126,C#,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1","C#,F#,B,E,G#",3,66.15,C#m11
104,C#,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","C#,G,Bb,E",2,44.1,C#dim7
124,C#,maj9,1;3;5;7;9,"2,1,3,1,x,x","C#,E#,B#,D#",2,52.92,C#maj9
140,C#,m,1;b3;5,"1,3,4,1,1,1","C#,G#,C#,E,G#,C#",4,22.05,C#m
111,C#,dim7,1;b3;b5;bb7,"x,2,3,1,4,1","C#,G,Bb,E,G",3,44.1,C#dim7
112,C#,aug,1;3;#5,"x,3,2,1,1,x","C#,E#,G##,C#",2,44.1,C#aug
113,C#,aug,1;3;#5,"4,3,2,1,x,x","G##,C#,E#,G##",2,44.1,C#aug
